rxn_id,reaction_balance_status,reaction_direction
|RXN-18239|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22427|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-10971|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|3.4.24.67-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19113|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15706|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22193|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9199|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN3O-1070|,|BALANCED|,|REVERSIBLE|
|RXN-16649|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|ARYLAMINE-N-ACETYLTRANSFERASE-RXN|,|UNDETERMINED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22121|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22687|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18082|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-10644|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21336|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14452|,|UNDETERMINED|,|LEFT-TO-RIGHT|
|RXN-16482|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15531|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22298|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18716|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-444|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13955|,|UNDETERMINED|,|PHYSIOL-LEFT-TO-RIGHT|
|MALTET-RXN|,|BALANCED|,
|RXN-19638|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|R322-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-427|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|2.3.1.107-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|ALADEHYDCHLORO-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11110|,|UNDETERMINED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8480|,|BALANCED|,|LEFT-TO-RIGHT|
|TRANS-RXN-274|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-9755|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21179|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9382|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21938|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-172|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-17001|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18554|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22839|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13172|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22376|,|BALANCED|,|LEFT-TO-RIGHT|
|3.1.3.46-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12496|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-14106|,|BALANCED|,
|RXN-10721|,|BALANCED|,|REVERSIBLE|
|RXN-22179|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20001|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|PUTRESCINE-CARBAMOYLTRANSFERASE-RXN|,|BALANCED|,
|RXN-11584|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-CINNAMATE-2-MONOOXYGENASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13519|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-11432|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-8314|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|2.4.1.198-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8941|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN2DNV-94|,|UNDETERMINED|,|PHYSIOL-LEFT-TO-RIGHT|
|GALACTOSYLCERAMIDE-SULFOTRANSFERASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21800|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9912|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16200|,|BALANCED|,|LEFT-TO-RIGHT|
|TRANS-RXN-472|,|UNDETERMINED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-4319|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-12996|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17164|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13714|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-441|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20543|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|SPHINGOMYELIN-PHOSPHODIESTERASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14590|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|1.3.1.64-RXN|,|BALANCED|,
|TRANS-RXN-419|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14443|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-8768|,|BALANCED|,|LEFT-TO-RIGHT|
|3.2.1.59-RXN|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19184|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-404|,|UNDETERMINED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11905|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16063|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20167|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16742|,|BALANCED|,|LEFT-TO-RIGHT|
|TRANS-RXN-375|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN0-5407|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|1.13.12.12-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17641|,|BALANCED|,|LEFT-TO-RIGHT|
|2.7.1.160-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|TRANS-RXN-234|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-7577|,|BALANCED|,|LEFT-TO-RIGHT|
|CYTIDINEKIN-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|GLYCOLALD-DEHYDROG-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-22402|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN0-2261|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17504|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-19023|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-5183|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-19708|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22164|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14917|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16539|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-20683|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11184|,|BALANCED|,
|2.4.1.119-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|3.4.23.39-RXN|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-10449|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12071|,|BALANCED|,|LEFT-TO-RIGHT|
|DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN1YI0-17|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN1UA-51|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-2222|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN0-7068|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9438|,|BALANCED|,|LEFT-TO-RIGHT|
|TRANS-RXN-463|,|UNDETERMINED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18001|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-19545|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-7779|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-22912|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-438|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|LEUKOTRIENE-A4-HYDROLASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13536|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN-15069|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14175|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-401|,|BALANCED|,|REVERSIBLE|
|ACETYLCHOLINESTERASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11030|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12568|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN-11657|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-230|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-21070|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9283|,|BALANCED|,|LEFT-TO-RIGHT|
|3.5.5.7-RXN|,|BALANCED|,
|2.4.1.67-RXN|,|BALANCED|,|REVERSIBLE|
|RXN-9615|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12406|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-22754|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN5F9-56|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN0-1261|,|BALANCED|,
|RXN-22293|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|PNP-RXN|,|BALANCED|,|REVERSIBLE|
|RXN-14011|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18149|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-1725|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22147|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8221|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|2.3.1.77-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15600|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14687|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN-18013|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21599|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9839|,|BALANCED|,|LEFT-TO-RIGHT|
|METHYLGALLATE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|3.4.11.5-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN0-286|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15429|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17074|,|BALANCED|,|LEFT-TO-RIGHT|
|ALPHA-SANTONIN-12-REDUCTASE-RXN|,|BALANCED|,
|RXN-20244|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-454|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-12902|,|BALANCED|,|REVERSIBLE|
|3.2.1.107-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21248|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17717|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|TRANS-RXN-435|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXNQT-4353|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20069|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18629|,|BALANCED|,|REVERSIBLE|
|H2PTEROATESYNTH-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|TRANS-RXN-398|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8687|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17563|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|R123-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|4.1.1.64-RXN|,|BALANCED|,
|TRANS-RXN-225|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-18458|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11502|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8387|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-600|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN-22952|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15967|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|GLUCOSE-1-DEHYDROGENASE-RXN|,|BALANCED|,|REVERSIBLE|
|RXN-21866|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20745|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-22227|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|1.1.1.261-RXN|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN-4734|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-13080|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12145|,|BALANCED|,|REVERSIBLE|
|RXN-22135|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|CINNAMOYL-COA-REDUCTASE-RXN|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-20603|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|SYM-NORSPERMIDINE-SYNTHASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|N-BENZYLOXYCARBONYLGLYCINE-HYDROLASE-RXN|,|BALANCED|,
|RXN-16594|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-18948|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14512|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8828|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN0-7352|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-505|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-10104|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-11989|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16121|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-7868|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-432|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22131|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN0-6541|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13614|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15141|,|BALANCED|,|LEFT-TO-RIGHT|
|TRANS-RXN-393|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-19402|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-7658|,|BALANCED|,|RIGHT-TO-LEFT|
|1.14.13.91-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12655|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-316|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13456|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-14992|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|DCEREDCHLOR-RXN|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN66-312|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-190|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-10954|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|3.4.24.52-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19091|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18220|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22553|,|UNDETERMINED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9183|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN2DNV-34|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16612|,|BALANCED|,
|RXN-15672|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-22208|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22643|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18065|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-10626|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|ARGININE-DEIMINASE-RXN|,|BALANCED|,|REVERSIBLE|
|RXN-22123|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16458|,|BALANCED|,
|M-CRESOL-METHYLCATECHOL-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22279|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN0-7346|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14913|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-13939|,|BALANCED|,|LEFT-TO-RIGHT|
|ADP--THYMIDINE-KINASE-RXN|,|BALANCED|,
|RXN-19612|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-7860|,|BALANCED|,
|TRANS-RXN-492|,|BALANCED|,|REVERSIBLE|
|2.1.1.88-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21162|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11094|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15138|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-429|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-974|,|BALANCED|,
|RXN-18519|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9360|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12652|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-275|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-16979|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-12475|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN-22816|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN66-306|,|BALANCED|,|RIGHT-TO-LEFT|
|TRANS-RXN-185|,|BALANCED|,|LEFT-TO-RIGHT|
|3.1.26.11-RXN|,|UNDETERMINED|,|PHYSIOL-LEFT-TO-RIGHT|
|PROTOHEMEFERROCHELAT-RXN|,|BALANCED|,|REVERSIBLE|
|RXN-14085|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18217|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22386|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-19982|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-8297|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|2.4.1.167-RXN|,|BALANCED|,
|RXN-15669|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-22188|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11418|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21779|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-9895|,|BALANCED|,|LEFT-TO-RIGHT|
|ARGINASE-RXN|,|BALANCED|,|REVERSIBLE|
|RXN-14351|,|BALANCED|,|LEFT-TO-RIGHT|
|FUSARININE-C-ORNITHINESTERASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15507|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-17141|,|BALANCED|,
|RXN-21316|,|BALANCED|,|REVERSIBLE|
|TRANS-RXN-480|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-4303|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12977|,|BALANCED|,|REVERSIBLE|
|RXN-14571|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-18692|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-442|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20525|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|SHIKIMATE-PQQ-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|3.2.1.35-RXN|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|R261-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|TRANS-RXN-420|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14426|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8748|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20141|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8453|,|BALANCED|,|LEFT-TO-RIGHT|
|TRANS-RXN-269|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-11884|,|BALANCED|,|REVERSIBLE|
|RXN-16046|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17623|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21919|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN3O-9805|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN0-5297|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|1.13.11.10-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11570|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13147|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-22321|,|BALANCED|,|REVERSIBLE|
|RXN-7485|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|CYDTER-RXN|,|BALANCED|,|REVERSIBLE|
|GLYCEROL-DEHYDROGENASE-ACCEPTOR-RXN|,|BALANCED|,
|RXN-10697|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-22170|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17480|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19005|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-5111|,|BALANCED|,|LEFT-TO-RIGHT|
|THRESYN-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21407|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14887|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16518|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-20667|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8912|,|BALANCED|,|LEFT-TO-RIGHT|
|ACH3-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|3.4.23.21-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-10431|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12053|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-16175|,|BALANCED|,|LEFT-TO-RIGHT|
|TRANS-RXN-439|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN1G01-39|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22200|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN0-7007|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13682|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-406|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-17970|,|UNDETERMINED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19524|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-7751|,|BALANCED|,|LEFT-TO-RIGHT|
|1.20.1.1-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|TRANS-RXN-402|,|BALANCED|,|REVERSIBLE|
|LACTATE-ALDOLASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13520|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15050|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19162|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-373|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|ACETOACETATE--COA-LIGASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11011|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|3.5.1.93-RXN|,|BALANCED|,
|RXN-16708|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-232|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-21047|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9239|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN3O-9966|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22360|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN0-2181|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12384|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22730|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18127|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19689|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
