rxn_id,reaction_balance_status,reaction_direction
|RXN-14658|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|2.7.7.37-RXN|,|BALANCED|,
|RXN-15826|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-14484|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN-8805|,|BALANCED|,|RIGHT-TO-LEFT|
|3.2.1.99-RXN|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22457|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13576|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-11959|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16096|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-20216|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19756|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN0-237|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN0-6479|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13589|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-17687|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11241|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN0-5309|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-7628|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|1.14.13.58-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|GSPSYN-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|DIHYDLIPACETRANS-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-924|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-14952|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|D-RIBULOKIN-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|4-CHLOROBENZOATE-DEHALOGENASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9475|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-18603|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|3.4.24.32-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19059|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-5501|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-2364|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN-15862|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN2DNV-16|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16580|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-20722|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-14220|,|BALANCED|,
|RXN-15815|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-18043|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-10604|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-12116|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11698|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11945|,|UNBALANCED-UNFIXABLE|,|LEFT-TO-RIGHT|
|LTAA-RXN|,|BALANCED|,|REVERSIBLE|
|RXN-22259|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN0-7253|,|BALANCED|,|LEFT-TO-RIGHT|
|2.5.1.25-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN66-548|,|BALANCED|,|LEFT-TO-RIGHT|
|ADCLY-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-19590|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-7821|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN0-2601|,|UNDETERMINED|,|LEFT-TO-RIGHT|
|RXN0-5263|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-21135|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-11069|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-15115|,|BALANCED|,
|RXN-17303|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-21440|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-18497|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9336|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-12614|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14721|,|BALANCED|,|REVERSIBLE|
|RXN-17758|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-12448|,|BALANCED|,|REVERSIBLE|
|RXN-22796|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN66-182|,|BALANCED|,|RIGHT-TO-LEFT|
|3.4.17.14-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15859|,|BALANCED|,|LEFT-TO-RIGHT|
|PROPANEDIOL-DEHYDRATASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14060|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-18194|,|BALANCED|,|REVERSIBLE|
|RXN-20331|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15596|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-8272|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|2.4.1.137-RXN|,|BALANCED|,
|RXN-15647|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-17763|,|BALANCED|,|REVERSIBLE|
|TRANS-RXN-394|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-21757|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-9874|,|BALANCED|,|LEFT-TO-RIGHT|
|MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|HOMOGLUTATHIONE-SYNTHASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-317|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-15475|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-17110|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|AMYLOSUCRASE-RXN|,|UNBALANCED-UNFIXABLE|,|LEFT-TO-RIGHT|
|4.2.1.93-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|TRANS-RXN-218|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-12947|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-14542|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21295|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-642|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22554|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|SCYTALONE-DEHYDRATASE-RXN|,|BALANCED|,
|3.2.1.155-RXN|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18665|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20788|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22211|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8721|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-20113|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|R216-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-12186|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22128|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-1602|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17597|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-8430|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|NICOTINAMID-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16592|,|BALANCED|,|LEFT-TO-RIGHT|
|1.1.3.34-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11547|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21898|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN18C3-111|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-497|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|CREATININE-DEAMINASE-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|GLUTATHIONE-REDUCT-NADPH-RXN|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN-13119|,|BALANCED|,|REVERSIBLE|
|RXN-7947|,|BALANCED|,|LEFT-TO-RIGHT|
|TRANS-RXN-446|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-18983|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-5001|,|BALANCED|,
|RXN-10668|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15222|,|BALANCED|,|LEFT-TO-RIGHT|
|TRANS-RXN-430|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-1021|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN-20646|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|THIAMIN-PYROPHOSPHOKINASE-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-12697|,|BALANCED|,|LEFT-TO-RIGHT|
|TRANS-RXN-391|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-22173|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12033|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-8880|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN66-358|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-276|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19492|,|BALANCED|,|REVERSIBLE|
|RXN0-6974|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16154|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-18256|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-187|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-13494|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-7706|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN-13658|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15728|,|BALANCED|,|REVERSIBLE|
|RXN-22420|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-10989|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-15029|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|1.2.1.32-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|ASPAROXO-RXN|,|BALANCED|,|REVERSIBLE|
|RXN-22190|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9218|,|BALANCED|,|LEFT-TO-RIGHT|
|3.5.1.55-RXN|,|BALANCED|,
|RXN-19133|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21353|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14352|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN-22706|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN3O-4157|,|BALANCED|,|REVERSIBLE|
|RXN-16667|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-18736|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-443|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16498|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-18104|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22317|,|BALANCED|,|REVERSIBLE|
|R424-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-421|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-13972|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15548|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-19664|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8497|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-388|,|BALANCED|,|LEFT-TO-RIGHT|
|2.3.1.149-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|MANNONDEHYDRAT-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-11135|,|UNDETERMINED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21954|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-271|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-9780|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|ALCOHOL-SULFOTRANSFERASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9400|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-13205|,|BALANCED|,|LEFT-TO-RIGHT|
|TRANS-RXN-171|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-17033|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-21202|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22870|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-10745|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22177|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|3.1.4.1-RXN|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18572|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14124|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-448|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21799|,|BALANCED|,
|RXN-20021|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12516|,|BALANCED|,
|RXN-11602|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8958|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-13407|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-11447|,|BALANCED|,|LEFT-TO-RIGHT|
|PYRIMSYN1-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|2.4.1.219-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-16219|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-468|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|GDP-4-DEHYDRO-D-RHAMNOSE-REDUCTASE-RXN|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN-8330|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9939|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-13736|,|BALANCED|,
|TRANS-RXN-440|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-4510|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21824|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17187|,|BALANCED|,
|1.4.1.21-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-411|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-20560|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13022|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14624|,|UNDETERMINED|,
|RXN-19208|,|BALANCED|,|REVERSIBLE|
|TRANS-RXN-403|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14463|,|BALANCED|,|LEFT-TO-RIGHT|
|STIPITATONATE-DECARBOXYLASE-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|3.2.1.78-RXN|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16765|,|BALANCED|,|LEFT-TO-RIGHT|
|TRANS-RXN-374|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11925|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8786|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-20185|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|2.7.4.17-RXN|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-233|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN0-5515|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16080|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17666|,|BALANCED|,
|RXN-22421|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN0-2241|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-7600|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|1.14.12.4-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|GLYOXII-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19732|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22299|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17524|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|D-ASPARTATE-OXIDASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-5424|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN-11210|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-22161|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14933|,|BALANCED|,
|RXN-19041|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20705|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|DIAMACTRANS-RXN|,|UNDETERMINED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21023|,|BALANCED|,|LEFT-TO-RIGHT|
|3.4.24.17-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16556|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-12095|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9452|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN0-535|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN2B4Q-53|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-10470|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN0-7122|,|UNDETERMINED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22942|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-458|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18020|,|UNDETERMINED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22237|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-7800|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-14196|,|BALANCED|,|REVERSIBLE|
|TRANS-RXN-437|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|LINC-RXN|,|BALANCED|,|REVERSIBLE|
|RXN-19571|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15090|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-11677|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-400|,|BALANCED|,|LEFT-TO-RIGHT|
|ACONITATE-DELTA-ISOMERASE-RXN|,|BALANCED|,|REVERSIBLE|
|RXN-13557|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-12595|,|BALANCED|,
|2.4.2.32-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-227|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-21090|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11053|,|BALANCED|,|LEFT-TO-RIGHT|
|3.8.1.11-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN0-1922|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9473|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-18478|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9304|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN66-147|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-17270|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22291|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12425|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22773|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18178|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14703|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22142|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|PRENYL-PYROPHOSPHATASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14037|,|BALANCED|,
|RXN-15624|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|3.4.14.11-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16904|,|BALANCED|,
|RXN-8244|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|2.4.1.104-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|MIMOSINASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20293|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-451|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21739|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9856|,|BALANCED|,|RIGHT-TO-LEFT|
|AMINOBUTDEHYDROG-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17735|,|BALANCED|,|LEFT-TO-RIGHT|
|TRANS-RXN-434|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15454|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17093|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-21276|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|HISTAMINE-N-METHYLTRANSFERASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-395|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12924|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|3.2.1.135-RXN|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18649|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|4.1.2.29-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|TRANS-RXN-319|,|BALANCED|,|LEFT-TO-RIGHT|
|S-2-METHYLMALATE-DEHYDRATASE-RXN|,|BALANCED|,|REVERSIBLE|
|RXN-2009|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|R17-RXN|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-6263|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-224|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-8705|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17580|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8413|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20764|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-22625|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-15999|,|BALANCED|,|REVERSIBLE|
|RXN-11527|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21883|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12165|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-22217|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|1.1.1.289-RXN|,|BALANCED|,
|GLUTACONYL-COA-DECARBOXYLASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13099|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|NADH-DEHYDROGENASE-QUINONE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22133|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|COBINAMIDEKIN-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-4823|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TEICHOICSYN2-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN0-742|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16593|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-18966|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20625|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8848|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-7910|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-431|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-10122|,|BALANCED|,
|RXN-12015|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16138|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-15200|,|BALANCED|,|REVERSIBLE|
|TRANS-RXN-392|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-22153|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN0-6722|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13636|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12676|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-315|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19424|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-7682|,|BALANCED|,|LEFT-TO-RIGHT|
|1.14.99.21-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN66-341|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRANS-RXN-189|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-13475|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15011|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|DEOXYCYTIDINE-KINASE-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
